epoch,step,train_loss,val_acc,val_loss
0,49,0.8196876049041748,,
0,99,0.6464203000068665,,
0,149,0.5542518496513367,,
0,199,0.5550451278686523,,
0,249,0.3998880982398987,,
0,299,0.5240756869316101,,
0,349,0.4774714708328247,,
0,399,0.40202945470809937,,
0,449,0.2634267210960388,,
0,499,0.3609403967857361,,
0,549,0.3186081051826477,,
0,599,0.47579145431518555,,
0,649,0.3611341416835785,,
0,699,0.3259340226650238,,
0,749,0.24989059567451477,,
0,781,,0.8812000155448914,0.32573893666267395
1,799,0.3702299892902374,,
1,849,0.29462239146232605,,
1,899,0.3292635381221771,,
1,949,0.5398739576339722,,
1,999,0.41385766863822937,,
1,1049,0.2431199997663498,,
1,1099,0.3603459894657135,,
1,1149,0.3493298888206482,,
1,1199,0.36799803376197815,,
1,1249,0.29904481768608093,,
1,1299,0.4096384048461914,,
1,1349,0.20419205725193024,,
1,1399,0.2634715139865875,,
1,1449,0.2452530711889267,,
1,1499,0.2804044783115387,,
1,1549,0.3185245394706726,,
1,1563,,0.8952999711036682,0.2822003960609436
2,1599,0.18601278960704803,,
2,1649,0.37678831815719604,,
2,1699,0.22954672574996948,,
2,1749,0.3015163540840149,,
2,1799,0.11309821158647537,,
2,1849,0.19747769832611084,,
2,1899,0.472861647605896,,
2,1949,0.1731937676668167,,
2,1999,0.15954962372779846,,
2,2049,0.1921873241662979,,
2,2099,0.30979660153388977,,
2,2149,0.14435003697872162,,
2,2199,0.20666195452213287,,
2,2249,0.3343247175216675,,
2,2299,0.21148483455181122,,
2,2345,,0.90829998254776,0.25028619170188904
3,2349,0.32332029938697815,,
3,2399,0.27144601941108704,,
3,2449,0.21664424240589142,,
3,2499,0.15143561363220215,,
3,2549,0.25471213459968567,,
3,2599,0.11220628768205643,,
3,2649,0.21359075605869293,,
3,2699,0.30069369077682495,,
3,2749,0.2518577575683594,,
3,2799,0.2079460620880127,,
3,2849,0.2555648982524872,,
3,2899,0.1362389475107193,,
3,2949,0.23942244052886963,,
3,2999,0.20384706556797028,,
3,3049,0.2304896116256714,,
3,3099,0.27530142664909363,,
3,3127,,0.9077000021934509,0.24422478675842285
4,3149,0.17763134837150574,,
4,3199,0.23695747554302216,,
4,3249,0.1474151760339737,,
4,3299,0.15172037482261658,,
4,3349,0.11950892210006714,,
4,3399,0.17665259540081024,,
4,3449,0.13718999922275543,,
4,3499,0.186611145734787,,
4,3549,0.12046849727630615,,
4,3599,0.14779089391231537,,
4,3649,0.2259017378091812,,
4,3699,0.22123457491397858,,
4,3749,0.1249866709113121,,
4,3799,0.14863178133964539,,
4,3849,0.14810310304164886,,
4,3899,0.14378006756305695,,
4,3909,,0.9140999913215637,0.23693037033081055
5,3949,0.1205948144197464,,
5,3999,0.14752168953418732,,
5,4049,0.15075965225696564,,
5,4099,0.09059899300336838,,
5,4149,0.1252606213092804,,
5,4199,0.2357100546360016,,
5,4249,0.26089224219322205,,
5,4299,0.1666889637708664,,
5,4349,0.32769012451171875,,
5,4399,0.13852448761463165,,
5,4449,0.18526911735534668,,
5,4499,0.2452079951763153,,
5,4549,0.17064879834651947,,
5,4599,0.16962753236293793,,
5,4649,0.0801740512251854,,
5,4691,,0.9172999858856201,0.2432311773300171
6,4699,0.2176833301782608,,
6,4749,0.09982819855213165,,
6,4799,0.3329586982727051,,
6,4849,0.11372745782136917,,
6,4899,0.25276967883110046,,
6,4949,0.0864727646112442,,
6,4999,0.26832371950149536,,
6,5049,0.15957486629486084,,
6,5099,0.15894177556037903,,
6,5149,0.14938479661941528,,
6,5199,0.04350854456424713,,
6,5249,0.14298443496227264,,
6,5299,0.10079505294561386,,
6,5349,0.14961020648479462,,
6,5399,0.1476743072271347,,
6,5449,0.19487695395946503,,
6,5473,,0.9154000282287598,0.24107280373573303
7,5499,0.11541255563497543,,
7,5549,0.07201480120420456,,
7,5599,0.05264187976717949,,
7,5649,0.055025000125169754,,
7,5699,0.14573192596435547,,
7,5749,0.1607382893562317,,
7,5799,0.13490791618824005,,
7,5849,0.19776859879493713,,
7,5899,0.05087874457240105,,
7,5949,0.190073624253273,,
7,5999,0.12726713716983795,,
7,6049,0.07507691532373428,,
7,6099,0.18954883515834808,,
7,6149,0.07612559199333191,,
7,6199,0.17817524075508118,,
7,6249,0.2287590503692627,,
7,6255,,0.9190999865531921,0.23624219000339508
8,6299,0.17267964780330658,,
8,6349,0.08874346315860748,,
8,6399,0.09913548827171326,,
8,6449,0.1619870811700821,,
8,6499,0.12978744506835938,,
8,6549,0.04186486825346947,,
8,6599,0.07833385467529297,,
8,6649,0.01798601634800434,,
8,6699,0.24710170924663544,,
8,6749,0.0937211737036705,,
8,6799,0.1763339638710022,,
8,6849,0.20800912380218506,,
8,6899,0.06839878112077713,,
8,6949,0.12593185901641846,,
8,6999,0.16802600026130676,,
8,7037,,0.916700005531311,0.2693195044994354
9,7049,0.2001817673444748,,
9,7099,0.14423631131649017,,
9,7149,0.09703140705823898,,
9,7199,0.06525089591741562,,
9,7249,0.12671633064746857,,
9,7299,0.1290145367383957,,
9,7349,0.24281756579875946,,
9,7399,0.06168412044644356,,
9,7449,0.07736773043870926,,
9,7499,0.17362631857395172,,
9,7549,0.18239937722682953,,
9,7599,0.1480511575937271,,
9,7649,0.11959096789360046,,
9,7699,0.13611894845962524,,
9,7749,0.054802149534225464,,
9,7799,0.200811505317688,,
9,7819,,0.9174000024795532,0.26337283849716187
